Value Set Name,Code System,Logical Definition,Code,Code Description
Secondary Cancer Disorder Value Set,ICD-10 CM,,C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct
Secondary Cancer Disorder Value Set,ICD-10 CM,,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs
Secondary Cancer Disorder Value Set,ICD-10 CM,,C78.80,Secondary malignant neoplasm of unspecified digestive organ
Secondary Cancer Disorder Value Set,ICD-10 CM,,C78.89,Secondary malignant neoplasm of other digestive organs
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79,SECONDARY MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED SITES
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.0,Secondary malignant neoplasm of kidney and renal pelvis
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.00,Secondary malignant neoplasm of unspecified kidney and renal pelvis
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.01,Secondary malignant neoplasm of right kidney and renal pelvis
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.02,Secondary malignant neoplasm of left kidney and renal pelvis
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.1,Secondary malignant neoplasm of bladder and other urinary organs
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.10,Secondary malignant neoplasm of unspecified urinary organs
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.11,Secondary malignant neoplasm of bladder
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.19,Secondary malignant neoplasm of other urinary organs
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.2,Secondary malignant neoplasm of skin
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.3,Secondary malignant neoplasm of brain cerebral  meninges
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.31,Secondary malignant neoplasm of brain
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.32,Secondary malignant neoplasm of cerebral meninges
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.4,Secondary malignant neoplasm of other and unspecified of nervous system
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.40,Secondary malignant neoplasm of unspecified part of nervous system
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.49,Secondary malignant neoplasm of other parts of nervous system
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.5,Secondary malignant neoplasm of bone and bone marrow
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.51,Secondary malignant neoplasm of bone
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.52,Secondary malignant neoplasm of bone marrow
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.6,Secondary malignant neoplasm of ovary
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.60,Secondary malignant neoplasm of unspecified ovary
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.61,Secondary malignant neoplasm of right ovary
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.62,Secondary malignant neoplasm of left ovary
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.7,Secondary malignant neoplasm of adrenal gland
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.70,Secondary malignant neoplasm of unspecified adrenal gland
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.71,Secondary malignant neoplasm of right adrenal gland
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.72,Secondary malignant neoplasm of left adrenal gland
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.8,Secondary malignant neoplasm of other specified sites
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.81,Secondary malignant neoplasm of breast
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.82,Secondary malignant neoplasm of genital organs
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.89,Secondary malignant neoplasm of other specified sites
Secondary Cancer Disorder Value Set,ICD-10 CM,,C79.9,Secondary malignant neoplasm of unspecified site
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B,SECONDARY NEUROENDOCRINE TUMORS
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.0,Secondary carcinoid tumors
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.00,"Secondary carcinoid tumors, unspecified site"
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.01,Secondary carcinoid tumors of distant lymph nodes
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.02,Secondary carcinoid tumors of liver
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.03,Secondary carcinoid tumors of bone
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.04,Secondary carcinoid tumors of peritoneum
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.09,Secondary carcinoid tumors of other sites
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.1,Secondary merkel cell carcinoma
Secondary Cancer Disorder Value Set,ICD-10 CM,,C7B.8,Other secondary neuroendocrine tumors
Secondary Cancer Disorder Value Set,SNOMED CT,concept is 128462008,,
Carbon Ion Beam Technique Value Set,,,,
Carbon Ion Beam Technique Value Set,SNOMED CT,,1156528007,External beam radiation therapy using particle spot scanning technique (procedure)
Carbon Ion Beam Technique Value Set,SNOMED CT,,1156529004,External beam radiation therapy using particle passive scattering technique (procedure)
Carbon Ion Beam Technique Value Set,SNOMED CT,,1204242009,External beam radiation therapy using particle scanning technique (procedure)
Electron Beam Technique Value Set,,,,
Electron Beam Technique Value Set,SNOMED CT,,1156526006,Two dimensional external beam radiation therapy (procedure)
Electron Beam Technique Value Set,SNOMED CT,,1162782007,Three dimensional external beam radiation therapy (procedure)
Electron Beam Technique Value Set,SNOMED CT,,1163157007,Ultra high dose rate radiotherapy (procedure)
Electron Beam Technique Value Set,SNOMED CT,,168524008,Radiotherapy - intraoperative control (procedure)
Teleradiotherapy Modality Value Set,,,,
Teleradiotherapy Modality Value Set,SNOMED CT,,10611004,External beam radiation therapy protons (procedure)
Teleradiotherapy Modality Value Set,SNOMED CT,,1156505006,External beam radiation therapy using carbon ions (procedure)
Teleradiotherapy Modality Value Set,SNOMED CT,,1156506007,External beam radiation therapy using photons (procedure)
Teleradiotherapy Modality Value Set,SNOMED CT,,45643008,External beam radiation therapy using electrons (procedure)
Teleradiotherapy Modality Value Set,SNOMED CT,,80347004,External beam radiation therapy neutrons (procedure)
Neutron Beam Technique Value Set,,,,
Neutron Beam Technique Value Set,SNOMED CT,,1162782007,Three dimensional external beam radiation therapy (procedure)
Neutron Beam Technique Value Set,SNOMED CT,,169317000,Neutron capture therapy (procedure)
Photon Beam Technique Value Set,,,,
Photon Beam Technique Value Set,SNOMED CT,,1156526006,Two dimensional external beam radiation therapy (procedure)
Photon Beam Technique Value Set,SNOMED CT,,1156530009,Volumetric Modulated Arc Therapy (procedure)
Photon Beam Technique Value Set,SNOMED CT,,1162782007,Three dimensional external beam radiation therapy (procedure)
Photon Beam Technique Value Set,SNOMED CT,,1163157007,Ultra high dose rate radiotherapy (procedure)
Photon Beam Technique Value Set,SNOMED CT,,168524008,Radiotherapy - intraoperative control (procedure)
Photon Beam Technique Value Set,SNOMED CT,,441799006,Intensity modulated radiation therapy (procedure)
Proton Beam Technique Value Set,,,,
Proton Beam Technique Value Set,SNOMED CT,,1156528007,External beam radiation therapy using particle spot scanning technique (procedure)
Proton Beam Technique Value Set,SNOMED CT,,1156529004,External beam radiation therapy using particle passive scattering technique (procedure)
Proton Beam Technique Value Set,SNOMED CT,,1163157007,Ultra high dose rate radiotherapy (procedure)
Proton Beam Technique Value Set,SNOMED CT,,1204242009,External beam radiation therapy using particle scanning technique (procedure)
Teleradiotherapy Technique Value Set,,,,
Teleradiotherapy Technique Value Set,n/a,Include codes from Photon Beam Technique Value Set,,
Teleradiotherapy Technique Value Set,n/a,Include codes from Electron Beam Technique Value Set,,
Teleradiotherapy Technique Value Set,n/a,Include codes from Neutron Beam Technique Value Set,,
Teleradiotherapy Technique Value Set,n/a,Include codes from Carbon Ion Beam Technique Value Set,,
Teleradiotherapy Technique Value Set,n/a,Include codes from Proton Beam Technique Value Set,,
TNM Distant Metastases Maximum Value Set,,,,
TNM Distant Metastases Maximum Value Set,n/a,Include codes from TNM Distant Metastases Category Value Set,,
TNM Distant Metastases Category Value Set,,,,
TNM Distant Metastases Category Value Set,SNOMED CT,concept is a descendent of 1222587001 OR concept is a descendent of 1222591006,,
TNM Distant Metastases Staging Type Maximum Value Set,,,,
TNM Distant Metastases Staging Type Maximum Value Set,LOINC,,21901-4,Distant metastases.pathology [Class] Cancer
TNM Distant Metastases Staging Type Maximum Value Set,LOINC,,21907-1,Distant metastases.clinical [Class] Cancer
TNM Distant Metastases Staging Type Maximum Value Set,LOINC,,21913-9,Distant metastases.other [Class] Cancer
TNM Distant Metastases Staging Type Maximum Value Set,n/a,Include codes from TNM Distant Metastases Staging Type Value Set,,
TNM Distant Metastases Staging Type Value Set,,,,
TNM Distant Metastases Staging Type Value Set,SNOMED CT,,277208005,M category
TNM Distant Metastases Staging Type Value Set,SNOMED CT,,371497001,pM category
TNM Distant Metastases Staging Type Value Set,SNOMED CT,,399387003,cM category
TNM Primary Tumor Maximum Value Set,,,,
TNM Primary Tumor Maximum Value Set,n/a,Include codes from TNM Primary Tumor Category Value Set,,
TNM Primary Tumor Category Value Set,,,,
TNM Primary Tumor Category Value Set,SNOMED CT,concept is a descendent of 1222585009 OR concept is a descendent of 1222589003 OR concept is a descendent of 1222595002,,
TNM Primary Tumor Staging Type Maximum Value Set,,,,
TNM Primary Tumor Staging Type Maximum Value Set,LOINC,,21899-0,Primary tumor.pathology Cancer
TNM Primary Tumor Staging Type Maximum Value Set,LOINC,,21905-5,Primary tumor.clinical [Class] Cancer
TNM Primary Tumor Staging Type Maximum Value Set,LOINC,,21911-3,Primary tumor.other [Class] Cancer
TNM Primary Tumor Staging Type Maximum Value Set,n/a,Include codes from TNM Primary Tumor Staging Type Value Set,,
TNM Primary Tumor Staging Type Value Set,,,,
TNM Primary Tumor Staging Type Value Set,SNOMED CT,,384625004,pT category
TNM Primary Tumor Staging Type Value Set,SNOMED CT,,399504009,cT category
TNM Primary Tumor Staging Type Value Set,SNOMED CT,,78873005,T category
TNM Regional Nodes Maximum Value Set,,,,
TNM Regional Nodes Maximum Value Set,n/a,Include codes from TNM Regional Nodes Category Value Set,,
TNM Regional Nodes Category Value Set,,,,
TNM Regional Nodes Category Value Set,SNOMED CT,concept is a descendent of 1222588006 OR concept is a descendent of 1222590007 OR concept is a descendent of 1222596001,,
TNM Regional Nodes Staging Type Maximum Value Set,,,,
TNM Regional Nodes Staging Type Maximum Value Set,LOINC,,21900-6,Regional lymph nodes.pathology [Class] Cancer
TNM Regional Nodes Staging Type Maximum Value Set,LOINC,,21906-3,Regional lymph nodes.clinical [Class] Cancer
TNM Regional Nodes Staging Type Maximum Value Set,LOINC,,21912-1,Regional lymph nodes.other [Class] Cancer
TNM Regional Nodes Staging Type Maximum Value Set,n/a,Include codes from TNM Regional Nodes Staging Type Value Set,,
TNM Regional Nodes Staging Type Value Set,,,,
TNM Regional Nodes Staging Type Value Set,SNOMED CT,,277206009,N category
TNM Regional Nodes Staging Type Value Set,SNOMED CT,,371494008,pN category
TNM Regional Nodes Staging Type Value Set,SNOMED CT,,399534004,cN category
TNM Stage Group Maximum Value Set,,,,
TNM Stage Group Maximum Value Set,n/a,Include codes from TNM Stage Group Value Set,,
TNM Stage Group Staging Type Maximum Value Set,,,,
TNM Stage Group Staging Type Maximum Value Set,LOINC,,21902-2,Stage group.pathology Cancer
TNM Stage Group Staging Type Maximum Value Set,LOINC,,21908-9,Stage group.clinical Cancer
TNM Stage Group Staging Type Maximum Value Set,LOINC,,21914-7,Stage group.other Cancer
TNM Stage Group Staging Type Maximum Value Set,n/a,Include codes from TNM Stage Group Staging Type Value Set,,
TNM Stage Group Staging Type Value Set,,,,
TNM Stage Group Staging Type Value Set,SNOMED CT,,399390009,TNM stage grouping
TNM Stage Group Staging Type Value Set,SNOMED CT,,399537006,Clinical TNM stage grouping
TNM Stage Group Staging Type Value Set,SNOMED CT,,399588009,Pathologic TNM stage grouping
TNM Stage Group Value Set,,,,
TNM Stage Group Value Set,SNOMED CT,concept is a descendent of 1222592004 OR concept is a descendent of 1222593009 OR concept is a descendent of 1222594003,,
TNM Staging Method Value Set,,,,
TNM Staging Method Value Set,NCIT,,C188404,Union for International Cancer Control Stage
TNM Staging Method Value Set,SNOMED CT,,1269566009,"American Joint Commission on Cancer, Cancer Staging Manual, 9th version neoplasm staging system (tumor staging)"
TNM Staging Method Value Set,SNOMED CT,,443830009,"American Joint Commission on Cancer, Cancer Staging Manual, 7th edition neoplasm staging system (tumor staging)"
TNM Staging Method Value Set,SNOMED CT,,444256004,"American Joint Commission on Cancer, Cancer Staging Manual, 6th edition neoplasm staging system (tumor staging)"
TNM Staging Method Value Set,SNOMED CT,,897275008,"American Joint Commission on Cancer, Cancer Staging Manual, 8th edition neoplasm staging system (tumor staging)"
Treatment Termination Reason Value Set,,,,
Treatment Termination Reason Value Set,SNOMED CT,,105480006,Refusal of treatment by patient (situation)
Treatment Termination Reason Value Set,SNOMED CT,,160932005,Financial problem (finding)
Treatment Termination Reason Value Set,SNOMED CT,,184081006,Patient has moved away (finding)
Treatment Termination Reason Value Set,SNOMED CT,,266721009,No response to treatment (situation)
Treatment Termination Reason Value Set,SNOMED CT,,309846006,Treatment not available (situation)
Treatment Termination Reason Value Set,SNOMED CT,,399307001,Lost to follow-up (finding)
Treatment Termination Reason Value Set,SNOMED CT,,407563006,Treatment not tolerated (situation)
Treatment Termination Reason Value Set,SNOMED CT,,419620001,Death (event)
Treatment Termination Reason Value Set,SNOMED CT,,443729008,Completion of clinical trial (finding)
Treatment Termination Reason Value Set,SNOMED CT,,7058009,Noncompliance with treatment (finding)
Treatment Termination Reason Value Set,SNOMED CT,,77386006,Pregnancy (finding)
Tumor Marker Test Value Set,,,,
Tumor Marker Test Value Set,LOINC,,10334-1,Cancer Ag 125 [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,10432-3,CD30 Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,10438-0,CD20 Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,10508-0,Prostate specific Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,10560-1,Carcinoembryonic Ag [Units/volume] in Semen
Tumor Marker Test Value Set,LOINC,,10861-3,Progesterone receptor [Mass/mass] in Tissue
Tumor Marker Test Value Set,LOINC,,10873-8,Beta-2-Microglobulin [Mass/time] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,11053-6,Lactate dehydrogenase [Enzymatic activity/volume] in Red Blood Cells
Tumor Marker Test Value Set,LOINC,,11210-2,Cancer Ag 125 [Units/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,12515-3,Carcinoembryonic Ag [Mass/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,13127-6,Cancer Ag DM/70K [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,13485-8,Beta-2-Microglobulin/Creatinine [Mass Ratio] in Urine
Tumor Marker Test Value Set,LOINC,,13659-8,Epidermal growth factor receptor [Mass/mass] in Tissue
Tumor Marker Test Value Set,LOINC,,13842-0,CD20 blasts/100 blasts in Blood
Tumor Marker Test Value Set,LOINC,,14017-8,CD22 cells/100 cells in Blood
Tumor Marker Test Value Set,LOINC,,14041-8,Choriogonadotropin.beta subunit [Units/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,14050-9,Epidermal growth factor receptor [Moles/mass] in Tissue
Tumor Marker Test Value Set,LOINC,,14130-9,Estrogen receptor [Moles/mass] in Tissue
Tumor Marker Test Value Set,LOINC,,14228-1,Cells.estrogen receptor/100 cells in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,14230-7,Cells.progesterone receptor/100 cells in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,14403-0,Lactate dehydrogenase [Enzymatic activity/volume] in Gastric fluid
Tumor Marker Test Value Set,LOINC,,14626-6,Beta-2-Microglobulin [Moles/volume] in Serum
Tumor Marker Test Value Set,LOINC,,14803-1,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Lactate to pyruvate reaction
Tumor Marker Test Value Set,LOINC,,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction
Tumor Marker Test Value Set,LOINC,,14805-6,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction
Tumor Marker Test Value Set,LOINC,,14918-7,Thyroglobulin [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,14966-6,CD20 Abnormal blood cells/Abnormal blood cells.total in Blood
Tumor Marker Test Value Set,LOINC,,14967-4,CD33 Abnormal blood cells/Abnormal blood cells.total in Blood
Tumor Marker Test Value Set,LOINC,,15035-9,Calcitonin [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,15060-7,Enolase.neuron specific [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,15072-2,Gastrin [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,15156-3,Cancer Ag 125 [Units/volume] in Body fluid by Dilution
Tumor Marker Test Value Set,LOINC,,15157-1,Cancer Ag 125 [Units/volume] in Serum or Plasma by Dilution
Tumor Marker Test Value Set,LOINC,,16112-5,Estrogen receptor [Interpretation] in Tissue
Tumor Marker Test Value Set,LOINC,,16113-3,Progesterone receptor [Interpretation] in Tissue
Tumor Marker Test Value Set,LOINC,,17041-5,Lactate dehydrogenase [Presence] in Urine
Tumor Marker Test Value Set,LOINC,,17842-6,Cancer Ag 27-29 [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,17843-4,Cancer Ag 72-4 [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,19163-5,Cancer Ag 19-9 [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19164-3,Cancer Ag 72-4 [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19165-0,Cancer Ag 125 [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19166-8,Carcinoembryonic Ag [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,19167-6,Carcinoembryonic Ag [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,19168-4,Carcinoembryonic Ag [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19169-2,Carcinoembryonic Ag [Mass/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19170-0,Carcinoembryonic Ag [Moles/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19174-2,Choriogonadotropin.beta subunit [Units/volume] in Amniotic fluid
Tumor Marker Test Value Set,LOINC,,19175-9,Choriogonadotropin.beta subunit [Moles/volume] in Amniotic fluid
Tumor Marker Test Value Set,LOINC,,19187-4,Cancer Ag 27-29 [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19189-0,Cancer Ag 549 [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,19190-8,Cancer Ag 549 [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19193-2,Enolase.neuron specific [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,19194-0,Enolase.neuron specific [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,19195-7,Prostate specific Ag [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,19197-3,Prostate specific Ag [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,19198-1,Prostate specific Ag [Units/volume] in Semen
Tumor Marker Test Value Set,LOINC,,19199-9,Prostate specific Ag [Mass/volume] in Semen
Tumor Marker Test Value Set,LOINC,,19200-5,Prostate specific Ag [Moles/volume] in Semen
Tumor Marker Test Value Set,LOINC,,1951-3,Beta-2-Microglobulin [Mass/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,1953-9,Beta-2-Microglobulin [Mass/volume] in Urine
Tumor Marker Test Value Set,LOINC,,1992-7,Calcitonin [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2006-5,Cancer Ag 125 [Presence] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2007-3,Cancer Ag 15-3 [Presence] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2009-9,Cancer Ag 19-9 [Presence] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2011-5,Cancer Ag 242 [Presence] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2012-3,Cancer Ag 27-29 [Presence] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2013-1,Cancer Ag 50 [Presence] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2014-9,Cancer Ag 549 [Presence] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2015-6,Cancer Ag 72-4 [Presence] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2037-0,Carcinoembryonic Ag [Mass/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,2038-8,Carcinoembryonic Ag [Mass/volume] in Semen
Tumor Marker Test Value Set,LOINC,,2039-6,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,20415-6,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma by Immunoassay (EIA) 3rd IS
Tumor Marker Test Value Set,LOINC,,20595-5,CD20 cells/100 cells in Unspecified specimen
Tumor Marker Test Value Set,LOINC,,20596-3,CD22 cells/100 cells in Unspecified specimen
Tumor Marker Test Value Set,LOINC,,20601-1,CD33 cells/100 cells in Unspecified specimen
Tumor Marker Test Value Set,LOINC,,21013-8,CD22 cells [#/volume] in Blood
Tumor Marker Test Value Set,LOINC,,21015-3,CD33 cells [#/volume] in Blood
Tumor Marker Test Value Set,LOINC,,2111-3,Choriogonadotropin.beta subunit [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2113-9,Choriogonadotropin.beta subunit [Mass/time] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,2114-7,Choriogonadotropin.beta subunit [Moles/volume] in Urine
Tumor Marker Test Value Set,LOINC,,21198-7,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,21636-6,BRCA1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,21637-4,BRCA1 gene.c.185 del AG [presence] in Blood or Tissue by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,21638-2,BRCA1 gene c.5382insC [Presence] in Blood or Tissue by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,21639-0,BRCA1 gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,21640-8,BRCA2 gene c.6174delT [Presence] in Blood or Tissue by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,21702-6,KRAS gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,21703-4,KRAS gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,2225-1,Enolase.neuron specific [Enzymatic activity/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2333-3,Gastrin [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,24108-3,Cancer Ag 19-9 [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2506-4,Isocitrate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2527-0,Lactate dehydrogenase [Enzymatic activity/volume] in Amniotic fluid
Tumor Marker Test Value Set,LOINC,,2528-8,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,2529-6,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,2530-4,Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,2531-2,Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,2532-0,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,2533-8,Lactate dehydrogenase [Enzymatic activity/volume] in Synovial fluid
Tumor Marker Test Value Set,LOINC,,2534-6,Lactate dehydrogenase [Enzymatic activity/volume] in Urine
Tumor Marker Test Value Set,LOINC,,25587-7,Chromogranin A [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,26924-1,Cancer Ag 19-9 [Units/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,28078-4,Bladder tumor Ag [Presence] in Urine by Immunoassay
Tumor Marker Test Value Set,LOINC,,28551-0,Bladder tumor Ag [Units/volume] in Urine by Immunoassay
Tumor Marker Test Value Set,LOINC,,2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,29153-4,Cancer Ag 15-3 [Units/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,29154-2,Choriogonadotropin.beta subunit [Units/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,29596-4,CD25 Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,2960-3,Somatostatin [Presence] in Plasma
Tumor Marker Test Value Set,LOINC,,2961-1,Somatostatin [Mass/volume] in Plasma
Tumor Marker Test Value Set,LOINC,,3013-0,Thyroglobulin [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,30169-7,Chromogranin A [Units/volume] in Serum or Plasma by Immunoassay
Tumor Marker Test Value Set,LOINC,,31134-0,Nuclear matrix protein 22 [Units/volume] in Urine
Tumor Marker Test Value Set,LOINC,,31150-6,ERBB2 gene duplication [Presence] in Tissue by FISH
Tumor Marker Test Value Set,LOINC,,31207-4,Progesterone receptor [Moles/mass] in Tissue
Tumor Marker Test Value Set,LOINC,,31729-7,Bladder tumor Ag [Presence] in Urine
Tumor Marker Test Value Set,LOINC,,31730-5,Bladder tumor Ag [Units/volume] in Urine
Tumor Marker Test Value Set,LOINC,,32301-4,Beta-2-Microglobulin [Moles/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,32302-2,Beta-2-Microglobulin [Moles/volume] in Urine
Tumor Marker Test Value Set,LOINC,,32324-6,Lactate dehydrogenase [Enzymatic activity/volume] in Specimen
Tumor Marker Test Value Set,LOINC,,32581-1,Epidermal growth factor receptor Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,32996-1,HER2 [Mass/volume] in Serum
Tumor Marker Test Value Set,LOINC,,33367-4,Lactate dehydrogenase [Enzymatic activity/volume] in Pericardial fluid
Tumor Marker Test Value Set,LOINC,,34161-0,Cancer Ag 72-4 [Units/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,34256-8,Cancer Ag 50 [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,34444-0,Acarboxyprothrombin [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,34611-4,Prostate specific Ag [Mass/volume] in Urine
Tumor Marker Test Value Set,LOINC,,35741-8,Prostate specific Ag [Mass/volume] in Serum or Plasma by Detection limit <= 0.01 ng/mL
Tumor Marker Test Value Set,LOINC,,38530-2,BRCA2 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
